condition,t_color,t_item,d1_color,d1_item,d2_color,d2_item,response,logModelProb,zeros
informative-cc,orange,pear,orange,carrot,green,pear,green,-12.778322219834665,0
informative-cc,orange,pear,orange,carrot,green,pear,orange_carrot,-14.482338740835585,0
informative-cc,orange,pear,orange,carrot,green,pear,carrot,-15.354613165546548,0
informative-cc,orange,pear,orange,carrot,green,pear,orange_pear,-0.0221955948581272,0
informative-cc,orange,pear,orange,carrot,green,pear,pear,-4.442984956691154,0
informative-cc,orange,pear,orange,carrot,green,pear,orange,-4.587011849172724,0
informative-cc,red,avocado,red,apple,green,avocado,green_avocado,-12.410298872201619,0
informative-cc,red,avocado,red,apple,green,avocado,green,-12.654145043675921,0
informative-cc,red,avocado,red,apple,green,avocado,red_apple,-13.99775399523475,0
informative-cc,red,avocado,red,apple,green,avocado,apple,-15.11125713922759,0
informative-cc,red,avocado,red,apple,green,avocado,red_avocado,-0.01866209640090232,0
informative-cc,red,avocado,red,apple,green,avocado,avocado,-4.437738834014247,0
informative-cc,red,avocado,red,apple,green,avocado,red,-5.0119333384737175,0
informative,orange,pepper,yellow,banana,black,pepper,black_pepper,-13.077617857280767,0
informative,orange,pepper,yellow,banana,black,pepper,black,-13.791923942737032,0
informative,orange,pepper,yellow,banana,black,pepper,yellow_banana,-15.018382800619584,0
informative,orange,pepper,yellow,banana,black,pepper,banana,-16.07268895014011,0
informative,orange,pepper,yellow,banana,black,pepper,yellow,-13.119023958295337,0
informative,orange,pepper,yellow,banana,black,pepper,orange_pepper,-0.4246348211760172,0
informative,orange,pepper,yellow,banana,black,pepper,pepper,-3.99513353678182,0
informative,orange,pepper,yellow,banana,black,pepper,orange,-1.1160201923395405,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,orange_pepper,-16.493938026640365,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,orange,-14.950253388878942,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,green_pepper,-16.33351676006117,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,pepper,-21.765891513658072,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,green_avocado,-1.165153511706757,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,avocado,-0.3755578349499711,0
overinformative-cc,green,avocado,green,pepper,orange,pepper,green,-6.70992527070015,0
informative,yellow,banana,green,avocado,blue,banana,blue_banana,-13.341048975118767,0
informative,yellow,banana,green,avocado,blue,banana,blue,-14.066105701918044,0
informative,yellow,banana,green,avocado,blue,banana,green_avocado,-15.052304120821983,0
informative,yellow,banana,green,avocado,blue,banana,avocado,-16.099299681739264,0
informative,yellow,banana,green,avocado,blue,banana,green,-13.422451057938002,0
informative,yellow,banana,green,avocado,blue,banana,yellow_banana,-0.4329399888882772,0
informative,yellow,banana,green,avocado,blue,banana,banana,-3.382373585733804,0
informative,yellow,banana,green,avocado,blue,banana,yellow,-1.1474992459619866,0
overinformative-cc,black,pepper,black,avocado,green,pear,green_pear,-15.502055005505117,0
overinformative-cc,black,pepper,black,avocado,green,pear,pear,-16.549923137067537,0
overinformative-cc,black,pepper,black,avocado,green,pear,green,-13.887169570825485,0
overinformative-cc,black,pepper,black,avocado,green,pear,black_avocado,-15.601749638862433,0
overinformative-cc,black,pepper,black,avocado,green,pear,avocado,-16.18564411305255,0
overinformative-cc,black,pepper,black,avocado,green,pear,black_pepper,-0.8538933993470401,0
overinformative-cc,black,pepper,black,avocado,green,pear,pepper,-0.5596383099358899,0
overinformative-cc,black,pepper,black,avocado,green,pear,black,-5.867907664268557,0
informative,purple,tomato,orange,carrot,green,tomato,green_tomato,-13.325308477589028,0
informative,purple,tomato,orange,carrot,green,tomato,green,-13.719358458018265,0
informative,purple,tomato,orange,carrot,green,tomato,orange_carrot,-15.144037225648214,0
informative,purple,tomato,orange,carrot,green,tomato,carrot,-15.914072453743826,0
informative,purple,tomato,orange,carrot,green,tomato,orange,-13.865944661903752,0
informative,purple,tomato,orange,carrot,green,tomato,purple_tomato,-0.647274548067637,0
informative,purple,tomato,orange,carrot,green,tomato,tomato,-5.4032381894189,0
informative,purple,tomato,orange,carrot,green,tomato,purple,-0.7507266739442642,0
informative-cc,red,tomato,red,pepper,purple,tomato,purple_tomato,-12.569443612068874,0
informative-cc,red,tomato,red,pepper,purple,tomato,purple,-13.191512504310609,0
informative-cc,red,tomato,red,pepper,purple,tomato,red_pepper,-14.225832084858123,0
informative-cc,red,tomato,red,pepper,purple,tomato,pepper,-15.316926427060462,0
informative-cc,red,tomato,red,pepper,purple,tomato,red_tomato,-0.07948490158602972,0
informative-cc,red,tomato,red,pepper,purple,tomato,tomato,-2.7510994009972016,0
informative-cc,red,tomato,red,pepper,purple,tomato,red,-4.378497778671182,0
overinformative,red,avocado,blue,banana,yellow,pear,yellow_pear,-15.835108905434506,0
overinformative,red,avocado,blue,banana,yellow,pear,pear,-16.468315659984285,0
overinformative,red,avocado,blue,banana,yellow,pear,yellow,-14.35727125349485,0
overinformative,red,avocado,blue,banana,yellow,pear,blue_banana,-15.758807113410693,0
overinformative,red,avocado,blue,banana,yellow,pear,banana,-15.276545864780871,0
overinformative,red,avocado,blue,banana,yellow,pear,blue,-14.870501416166086,0
overinformative,red,avocado,blue,banana,yellow,pear,red_avocado,-0.9878728615395467,0
overinformative,red,avocado,blue,banana,yellow,pear,avocado,-0.615851255133963,0
overinformative,red,avocado,blue,banana,yellow,pear,red,-2.43669154734914,0
overinformative,green,apple,yellow,banana,yellow,pear,yellow_pear,-16.22939671564513,0
overinformative,green,apple,yellow,banana,yellow,pear,pear,-16.71443997257862,0
overinformative,green,apple,yellow,banana,yellow,pear,yellow_banana,-16.38142466896869,0
overinformative,green,apple,yellow,banana,yellow,pear,banana,-17.1185633533542,0
overinformative,green,apple,yellow,banana,yellow,pear,yellow,-18.138666907044392,0
overinformative,green,apple,yellow,banana,yellow,pear,green_apple,-1.1130860255558073,0
overinformative,green,apple,yellow,banana,yellow,pear,apple,-0.5791452528666082,0
overinformative,green,apple,yellow,banana,yellow,pear,green,-2.1975128581636483,0
overinformative,green,tomato,blue,apple,brown,carrot,brown_carrot,-15.818033217152095,0
overinformative,green,tomato,blue,apple,brown,carrot,carrot,-16.002773980687284,0
overinformative,green,tomato,blue,apple,brown,carrot,brown,-14.673285955437287,0
overinformative,green,tomato,blue,apple,brown,carrot,blue_apple,-15.729285618456576,0
overinformative,green,tomato,blue,apple,brown,carrot,apple,-15.427769207319848,0
overinformative,green,tomato,blue,apple,brown,carrot,blue,-14.978531099742217,0
overinformative,green,tomato,blue,apple,brown,carrot,green_tomato,-0.9587541086150129,0
overinformative,green,tomato,blue,apple,brown,carrot,tomato,-0.73392310885977,0
overinformative,green,tomato,blue,apple,brown,carrot,green,-1.9906519883773832,0
overinformative-cc,red,tomato,green,avocado,red,pepper,red_pepper,-15.860099270381395,0
overinformative-cc,red,tomato,green,avocado,red,pepper,pepper,-16.956714395531634,0
overinformative-cc,red,tomato,green,avocado,red,pepper,green_avocado,-16.202701025780456,0
overinformative-cc,red,tomato,green,avocado,red,pepper,avocado,-17.142908772824754,0
overinformative-cc,red,tomato,green,avocado,red,pepper,green,-14.39059384263995,0
overinformative-cc,red,tomato,green,avocado,red,pepper,red_tomato,-1.2185052740269953,0
overinformative-cc,red,tomato,green,avocado,red,pepper,tomato,-0.354221474096466,0
overinformative-cc,red,tomato,green,avocado,red,pepper,red,-5.949242814218358,0
informative-cc,red,pepper,orange,pepper,red,tomato,red_tomato,-13.718709933373628,0
informative-cc,red,pepper,orange,pepper,red,tomato,tomato,-15.452096542732598,0
informative-cc,red,pepper,orange,pepper,red,tomato,orange_pepper,-12.12926873263742,0
informative-cc,red,pepper,orange,pepper,red,tomato,orange,-12.253834194681126,0
informative-cc,red,pepper,orange,pepper,red,tomato,red_pepper,-0.04016911341616764,0
informative-cc,red,pepper,orange,pepper,red,tomato,pepper,-3.602556008908582,0
informative-cc,red,pepper,orange,pepper,red,tomato,red,-4.413922312244351,0
informative-cc,red,apple,green,apple,red,tomato,red_tomato,-14.403626962901589,0
informative-cc,red,apple,green,apple,red,tomato,tomato,-15.390084778473186,0
informative-cc,red,apple,green,apple,red,tomato,green_apple,-12.770465981387423,0
informative-cc,red,apple,green,apple,red,tomato,green,-13.362247268366682,0
informative-cc,red,apple,green,apple,red,tomato,red_apple,-0.02621043908840906,0
informative-cc,red,apple,green,apple,red,tomato,apple,-4.0252643648702815,0
informative-cc,red,apple,green,apple,red,tomato,red,-4.827558365250329,0
informative,green,avocado,blue,apple,black,avocado,black_avocado,-12.816748779126307,0
informative,green,avocado,blue,apple,black,avocado,black,-13.805860548891758,0
informative,green,avocado,blue,apple,black,avocado,blue_apple,-14.697370237444211,0
informative,green,avocado,blue,apple,black,avocado,apple,-14.532147290154214,0
informative,green,avocado,blue,apple,black,avocado,blue,-13.826509848915496,0
informative,green,avocado,blue,apple,black,avocado,green_avocado,-0.41510691717477854,0
informative,green,avocado,blue,apple,black,avocado,avocado,-3.9156281452734003,0
informative,green,avocado,blue,apple,black,avocado,green,-1.1400698784469512,0
informative,brown,banana,red,apple,blue,banana,blue_banana,-13.311626552885174,0
informative,brown,banana,red,apple,blue,banana,blue,-14.06518400692203,0
informative,brown,banana,red,apple,blue,banana,red_apple,-15.182502748665742,0
informative,brown,banana,red,apple,blue,banana,apple,-15.957916090496022,0
informative,brown,banana,red,apple,blue,banana,red,-13.529081262897675,0
informative,brown,banana,red,apple,blue,banana,brown_banana,-0.4725709764865851,0
informative,brown,banana,red,apple,blue,banana,banana,-4.1507798803298925,0
informative,brown,banana,red,apple,blue,banana,brown,-1.0193032590095434,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,purple_tomato,-15.355553746361034,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,tomato,-15.030813272856525,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,yellow_banana,-15.701968547218302,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,banana,-16.657522088752415,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,yellow,-14.095850982454662,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,purple_carrot,-0.67389864746443,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,carrot,-0.721371846067667,0
overinformative-cc,purple,carrot,yellow,banana,purple,tomato,purple,-5.4736072098717585,0
informative,blue,apple,red,apple,green,avocado,green_avocado,-15.19547871146685,0
informative,blue,apple,red,apple,green,avocado,avocado,-16.085261859570657,0
informative,blue,apple,red,apple,green,avocado,green,-13.269506706460037,0
informative,blue,apple,red,apple,green,avocado,red_apple,-13.604995755378072,0
informative,blue,apple,red,apple,green,avocado,red,-13.613590265299718,0
informative,blue,apple,red,apple,green,avocado,blue_apple,-0.5794679531469633,0
informative,blue,apple,red,apple,green,avocado,apple,-5.797526020540522,0
informative,blue,apple,red,apple,green,avocado,blue,-0.8283621185689505,0
overinformative,orange,carrot,black,avocado,red,avocado,red_avocado,-16.59444887843487,0
overinformative,orange,carrot,black,avocado,red,avocado,red,-13.939886223647378,0
overinformative,orange,carrot,black,avocado,red,avocado,black_avocado,-17.00968336165962,0
overinformative,orange,carrot,black,avocado,red,avocado,avocado,-21.582569921386003,0
overinformative,orange,carrot,black,avocado,red,avocado,black,-15.446716790723684,0
overinformative,orange,carrot,black,avocado,red,avocado,orange_carrot,-1.2267414683923352,0
overinformative,orange,carrot,black,avocado,red,avocado,carrot,-0.5460246217371196,0
overinformative,orange,carrot,black,avocado,red,avocado,orange,-2.059605402317171,0
informative,green,apple,blue,apple,purple,carrot,purple_carrot,-14.923770325624314,0
informative,green,apple,blue,apple,purple,carrot,carrot,-14.878262353840256,0
informative,green,apple,blue,apple,purple,carrot,purple,-14.187731662208328,0
informative,green,apple,blue,apple,purple,carrot,blue_apple,-13.377009411715715,0
informative,green,apple,blue,apple,purple,carrot,blue,-14.124298439887117,0
informative,green,apple,blue,apple,purple,carrot,green_apple,-0.44560616475980197,0
informative,green,apple,blue,apple,purple,carrot,apple,-3.539099073108611,0
informative,green,apple,blue,apple,purple,carrot,green,-1.1070853114061165,0
informative-cc,purple,tomato,purple,carrot,green,tomato,green_tomato,-12.729595084774472,0
informative-cc,purple,tomato,purple,carrot,green,tomato,green,-13.12424370788762,0
informative-cc,purple,tomato,purple,carrot,green,tomato,purple_carrot,-14.312093889581151,0
informative-cc,purple,tomato,purple,carrot,green,tomato,carrot,-14.03151705836911,0
informative-cc,purple,tomato,purple,carrot,green,tomato,purple_tomato,-0.02137469976128687,0
informative-cc,purple,tomato,purple,carrot,green,tomato,tomato,-4.812561412757001,0
informative-cc,purple,tomato,purple,carrot,green,tomato,purple,-4.341691872382162,0
informative-cc,blue,banana,blue,apple,brown,banana,brown_banana,-12.851642273104606,0
informative-cc,blue,banana,blue,apple,brown,banana,brown,-13.46529831568214,0
informative-cc,blue,banana,blue,apple,brown,banana,blue_apple,-14.375303659292975,0
informative-cc,blue,banana,blue,apple,brown,banana,apple,-14.126468037171108,0
informative-cc,blue,banana,blue,apple,brown,banana,blue_banana,-0.021034350650804595,0
informative-cc,blue,banana,blue,apple,brown,banana,banana,-4.762616452489478,0
informative-cc,blue,banana,blue,apple,brown,banana,blue,-4.400915982750471,0
overinformative-cc,red,pepper,orange,pear,red,tomato,red_tomato,-15.350938504073824,0
overinformative-cc,red,pepper,orange,pear,red,tomato,tomato,-17.094656072335226,0
overinformative-cc,red,pepper,orange,pear,red,tomato,orange_pear,-15.806825727284437,0
overinformative-cc,red,pepper,orange,pear,red,tomato,pear,-16.133679300895547,0
overinformative-cc,red,pepper,orange,pear,red,tomato,orange,-13.93844472516653,0
overinformative-cc,red,pepper,orange,pear,red,tomato,red_pepper,-1.0731279028111658,0
overinformative-cc,red,pepper,orange,pear,red,tomato,pepper,-0.4216720274808399,0
overinformative-cc,red,pepper,orange,pear,red,tomato,red,-6.160028084333705,0
overinformative,black,avocado,green,apple,yellow,pear,yellow_pear,-15.993766268929676,0
overinformative,black,avocado,green,apple,yellow,pear,pear,-16.969409146965564,0
overinformative,black,avocado,green,apple,yellow,pear,yellow,-14.73465172494209,0
overinformative,black,avocado,green,apple,yellow,pear,green_apple,-16.27272102638887,0
overinformative,black,avocado,green,apple,yellow,pear,apple,-17.165982784356796,0
overinformative,black,avocado,green,apple,yellow,pear,green,-14.948111472797127,0
overinformative,black,avocado,green,apple,yellow,pear,black_avocado,-1.1171344742053737,0
overinformative,black,avocado,green,apple,yellow,pear,avocado,-0.7003305650910452,0
overinformative,black,avocado,green,apple,yellow,pear,black,-1.7352181290590245,0
informative,green,pear,brown,banana,yellow,pear,yellow_pear,-11.98892079384775,0
informative,green,pear,brown,banana,yellow,pear,yellow,-12.1034075839178,0
informative,green,pear,brown,banana,yellow,pear,brown_banana,-14.808266488057239,0
informative,green,pear,brown,banana,yellow,pear,banana,-15.014387379578423,0
informative,green,pear,brown,banana,yellow,pear,brown,-13.76139864817921,0
informative,green,pear,brown,banana,yellow,pear,green_pear,-0.4231675152654546,0
informative,green,pear,brown,banana,yellow,pear,pear,-4.111378820284367,0
informative,green,pear,brown,banana,yellow,pear,green,-1.112815339145774,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown_carrot,-14.245869244374344,0
informative-cc,brown,banana,yellow,banana,brown,carrot,carrot,-14.438152858254714,0
informative-cc,brown,banana,yellow,banana,brown,carrot,yellow_banana,-12.40712117438617,0
informative-cc,brown,banana,yellow,banana,brown,carrot,yellow,-13.05904264840122,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown_banana,-0.02143929636247149,0
informative-cc,brown,banana,yellow,banana,brown,carrot,banana,-4.746569001568675,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown,-4.3802465200301235,0
overinformative,purple,carrot,green,pear,orange,pepper,orange_pepper,-15.675700862784394,0
overinformative,purple,carrot,green,pear,orange,pepper,pepper,-16.34563327213121,0
overinformative,purple,carrot,green,pear,orange,pepper,orange,-14.452145449075607,0
overinformative,purple,carrot,green,pear,orange,pepper,green_pear,-15.810463282529335,0
overinformative,purple,carrot,green,pear,orange,pepper,pear,-16.815709832935298,0
overinformative,purple,carrot,green,pear,orange,pepper,green,-14.190618404751865,0
overinformative,purple,carrot,green,pear,orange,pepper,purple_carrot,-0.8448277651590814,0
overinformative,purple,carrot,green,pear,orange,pepper,carrot,-1.0207209735371805,0
overinformative,purple,carrot,green,pear,orange,pepper,purple,-1.5604955748930731,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red_tomato,-15.947108234226372,0
overinformative-cc,red,apple,orange,pepper,red,tomato,tomato,-16.90574571253856,0
overinformative-cc,red,apple,orange,pepper,red,tomato,orange_pepper,-15.942259543667893,0
overinformative-cc,red,apple,orange,pepper,red,tomato,pepper,-16.7951195217518,0
overinformative-cc,red,apple,orange,pepper,red,tomato,orange,-14.734884731392006,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red_apple,-0.9985875947105818,0
overinformative-cc,red,apple,orange,pepper,red,tomato,apple,-0.46216096970083953,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red,-6.389598410178889,0
informative,blue,banana,red,apple,yellow,banana,yellow_banana,-13.623282819162762,0
informative,blue,banana,red,apple,yellow,banana,yellow,-13.631114290446282,0
informative,blue,banana,red,apple,yellow,banana,red_apple,-15.25805990638724,0
informative,blue,banana,red,apple,yellow,banana,apple,-16.049803401963352,0
informative,blue,banana,red,apple,yellow,banana,red,-13.821417393190343,0
informative,blue,banana,red,apple,yellow,banana,blue_banana,-0.5719059938619006,0
informative,blue,banana,red,apple,yellow,banana,banana,-6.036000670805032,0
informative,blue,banana,red,apple,yellow,banana,blue,-0.8366560270096635,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,yellow_pear,-16.01610787940153,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,pear,-16.87885206912153,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,green_avocado,-16.147676358612344,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,avocado,-17.166172624560318,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,green,-14.56719607753619,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,yellow_banana,-1.0556633919829999,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,banana,-0.43129318711317316,0
overinformative-cc,yellow,banana,green,avocado,yellow,pear,yellow,-6.045154594557967,0
overinformative,orange,pear,blue,apple,black,pepper,black_pepper,-15.754033269172593,0
overinformative,orange,pear,blue,apple,black,pepper,pepper,-15.940254822712797,0
overinformative,orange,pear,blue,apple,black,pepper,black,-14.674330926658223,0
overinformative,orange,pear,blue,apple,black,pepper,blue_apple,-15.875605846431702,0
overinformative,orange,pear,blue,apple,black,pepper,apple,-15.165850704165328,0
overinformative,orange,pear,blue,apple,black,pepper,blue,-15.024790542929962,0
overinformative,orange,pear,blue,apple,black,pepper,orange_pear,-1.0307332534516522,0
overinformative,orange,pear,blue,apple,black,pepper,pear,-0.7068332691678325,0
overinformative,orange,pear,blue,apple,black,pepper,orange,-1.8967881868326248,0
informative,yellow,pear,blue,banana,orange,pear,orange_pear,-12.038628649393928,0
informative,yellow,pear,blue,banana,orange,pear,orange,-12.564862690078922,0
informative,yellow,pear,blue,banana,orange,pear,blue_banana,-14.887387236878993,0
informative,yellow,pear,blue,banana,orange,pear,banana,-14.239828043369936,0
informative,yellow,pear,blue,banana,orange,pear,blue,-13.798539401597953,0
informative,yellow,pear,blue,banana,orange,pear,yellow_pear,-0.41611594474550617,0
informative,yellow,pear,blue,banana,orange,pear,pear,-3.8079121867484673,0
informative,yellow,pear,blue,banana,orange,pear,yellow,-1.1451055679368398,0
informative,brown,carrot,green,apple,orange,carrot,orange_carrot,-13.023920010163726,0
informative,brown,carrot,green,apple,orange,carrot,orange,-13.760185682555457,0
informative,brown,carrot,green,apple,orange,carrot,green_apple,-14.919470698142012,0
informative,brown,carrot,green,apple,orange,carrot,apple,-15.733532164296017,0
informative,brown,carrot,green,apple,orange,carrot,green,-13.568678107923832,0
informative,brown,carrot,green,apple,orange,carrot,brown_carrot,-0.49294704086452523,0
informative,brown,carrot,green,apple,orange,carrot,carrot,-5.330832607883384,0
informative,brown,carrot,green,apple,orange,carrot,brown,-0.9562502796197325,0
informative,black,pepper,purple,carrot,orange,pepper,orange_pepper,-13.294166673677632,0
informative,black,pepper,purple,carrot,orange,pepper,orange,-13.67168459576281,0
informative,black,pepper,purple,carrot,orange,pepper,purple_carrot,-14.77623798280045,0
informative,black,pepper,purple,carrot,orange,pepper,carrot,-14.666628017378459,0
informative,black,pepper,purple,carrot,orange,pepper,purple,-13.771975504312062,0
informative,black,pepper,purple,carrot,orange,pepper,black_pepper,-0.5579467787798453,0
informative,black,pepper,purple,carrot,orange,pepper,pepper,-5.011555149658626,0
informative,black,pepper,purple,carrot,orange,pepper,black,-0.8652372200798251,0
overinformative,yellow,banana,red,avocado,green,pear,green_pear,-16.03889610192126,0
overinformative,yellow,banana,red,avocado,green,pear,pear,-17.1073571336411,0
overinformative,yellow,banana,red,avocado,green,pear,green,-14.59677582746394,0
overinformative,yellow,banana,red,avocado,green,pear,red_avocado,-16.01599032180906,0
overinformative,yellow,banana,red,avocado,green,pear,avocado,-16.536659249207002,0
overinformative,yellow,banana,red,avocado,green,pear,red,-14.155746459065004,0
overinformative,yellow,banana,red,avocado,green,pear,yellow_banana,-1.1298322416810684,0
overinformative,yellow,banana,red,avocado,green,pear,banana,-0.5016707914271218,0
overinformative,yellow,banana,red,avocado,green,pear,yellow,-2.639556342856924,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,red_tomato,-15.296628955978674,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,tomato,-17.05754578648734,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,yellow_pear,-15.907920348695049,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,pear,-16.752523291245318,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,yellow,-14.422003951611545,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,red_pepper,-0.995502356120685,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,pepper,-0.46528427001496897,0
overinformative-cc,red,pepper,yellow,pear,red,tomato,red,-5.989593133057113,0
informative-cc,orange,carrot,purple,carrot,orange,pepper,orange_pepper,-14.392918260742007,0
informative-cc,orange,carrot,purple,carrot,orange,pepper,pepper,-15.25414491071157,0
informative-cc,orange,carrot,purple,carrot,orange,pepper,purple_carrot,-12.906178761043048,0
informative-cc,orange,carrot,purple,carrot,orange,pepper,purple,-13.66388346313856,0
