gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,clickedSize,clickedColor,colorMentioned,sizeMentioned,metaColorMentioned,metaSizeMentioned,typeMentioned,automaticallyLabelledTrials,manuallyAddedTrials,oddOneMentions,otherFeatureMentioned,oneMentioned,theMentioned,fullSentence,noColorSizeMentioned
0842-a,1455301749067,55,colorSizeTrial,size43,big_black_avocado,target,2,5,NA,NA,small_black_avocado,distractor,4,2,NA,NA,small_black_avocado,distractor,1,4,NA,NA,small_black_avocado,distractor,5,3,NA,NA,small_green_avocado,distractor,3,1,NA,NA,1,1,0,big black,,1455301747008,big black,avocado,big,black,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301756904,56,colorSizeTrial,color43,small_purple_stapler,target,1,4,NA,NA,small_red_stapler,distractor,5,3,NA,NA,small_red_stapler,distractor,4,1,NA,NA,small_red_stapler,distractor,2,5,NA,NA,big_red_stapler,distractor,3,2,NA,NA,1,1,0,violet,,1455301755667,violet,stapler,small,purple,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301811380,62,colorSizeTrial,size22,small_red_chair,target,4,3,NA,NA,big_red_chair,distractor,3,4,NA,NA,big_red_chair,distractor,2,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,small,,1455301808984,small,chair,small,red,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301818573,63,colorSizeTrial,color33,small_white_teacup,target,2,4,NA,NA,small_pink_teacup,distractor,1,2,NA,NA,small_pink_teacup,distractor,3,1,NA,NA,small_pink_teacup,distractor,4,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,whaite,,1455301815263,whaite,teacup,small,white,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301824339,64,colorSizeTrial,color33,big_purple_coathanger,target,1,3,NA,NA,big_orange_coathanger,distractor,4,1,NA,NA,big_orange_coathanger,distractor,2,4,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,violet,,1455301823368,violet,coathanger,big,purple,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301851857,68,colorSizeTrial,size32,big_blue_cap,target,1,2,NA,NA,small_orange_cap,distractor,4,4,NA,NA,small_blue_cap,distractor,3,1,NA,NA,small_blue_cap,distractor,2,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,big blue,,1455301850457,big blue,cap,big,blue,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301859458,69,colorSizeTrial,size31,small_black_belt,target,1,2,NA,NA,big_brown_belt,distractor,4,1,NA,NA,big_brown_belt,distractor,3,3,NA,NA,big_black_belt,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,small black,,1455301858534,small black,belt,small,black,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301873019,71,colorSizeTrial,color44,small_pink_balloon,target,2,4,NA,NA,small_yellow_balloon,distractor,3,5,NA,NA,small_yellow_balloon,distractor,1,3,NA,NA,small_yellow_balloon,distractor,4,1,NA,NA,small_yellow_balloon,distractor,5,2,NA,NA,1,1,0,pink,,1455301871841,pink,balloon,small,pink,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0842-a,1455301879231,72,colorSizeTrial,size21,big_pink_phone,target,3,4,NA,NA,small_white_phone,distractor,4,3,NA,NA,small_pink_phone,distractor,2,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,big pink,,1455301878248,big pink,phone,big,pink,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301237658,1,colorSizeTrial,size31,big_yellow_balloon,distractor,4,2,NA,NA,small_yellow_balloon,target,3,4,NA,NA,big_pink_balloon,distractor,2,3,NA,NA,big_pink_balloon,distractor,1,1,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,small gold,,1455301224083,small gold,balloon,big,yellow,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301260445,3,colorSizeTrial,color22,big_black_turtle,target,4,3,NA,NA,big_brown_turtle,distractor,3,2,NA,NA,big_brown_turtle,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,darker,,1455301257099,darker,turtle,big,black,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301293575,6,colorSizeTrial,color44,big_red_tack,target,2,4,NA,NA,big_blue_tack,distractor,1,5,NA,NA,big_blue_tack,distractor,3,3,NA,NA,big_blue_tack,distractor,4,2,NA,NA,big_blue_tack,distractor,5,1,NA,NA,1,1,0,red,,1455301292083,red,tack,big,red,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301309799,8,colorSizeTrial,size31,big_blue_rug,target,1,3,NA,NA,small_blue_rug,distractor,4,1,NA,NA,small_purple_rug,distractor,2,4,NA,NA,small_purple_rug,distractor,3,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,big blue,,1455301307535,big blue,rug,big,blue,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301314685,9,colorSizeTrial,color41,small_pink_golfball,target,3,1,NA,NA,big_blue_golfball,distractor,5,4,NA,NA,small_blue_golfball,distractor,1,2,NA,NA,big_blue_golfball,distractor,4,3,NA,NA,big_blue_golfball,distractor,2,5,NA,NA,1,1,0,pink,,1455301313034,pink,golfball,small,pink,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301327199,11,colorSizeTrial,size41,big_green_avocado,target,2,1,NA,NA,small_black_avocado,distractor,5,5,NA,NA,small_black_avocado,distractor,1,4,NA,NA,small_black_avocado,distractor,4,2,NA,NA,small_green_avocado,distractor,3,3,NA,NA,1,1,0,largest,,1455301325150,largest,avocado,big,green,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301336511,12,colorSizeTrial,color42,small_white_weddingcake,target,5,4,NA,NA,small_pink_weddingcake,distractor,2,3,NA,NA,big_pink_weddingcake,distractor,1,1,NA,NA,small_pink_weddingcake,distractor,4,2,NA,NA,big_pink_weddingcake,distractor,3,5,NA,NA,1,1,0,small white,,1455301333816,small white,weddingcake,small,white,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301342655,13,colorSizeTrial,color32,big_blue_ornament,target,4,4,NA,NA,small_purple_ornament,distractor,1,3,NA,NA,big_purple_ornament,distractor,3,1,NA,NA,big_purple_ornament,distractor,2,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,blue,,1455301340106,blue,ornament,big,blue,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301395839,15,colorSizeTrial,size33,big_blue_guitar,distractor,2,3,NA,NA,small_blue_guitar,target,3,1,NA,NA,big_blue_guitar,distractor,1,4,NA,NA,big_blue_guitar,distractor,4,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,4,3,1,smallest___lol___are they still blank,blanks again,1455301376311___1455301377689___1455301390253___1455301394152,smallest,guitar,big,blue,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301421022,18,colorSizeTrial,color43,small_orange_napkin,target,5,3,NA,NA,small_yellow_napkin,distractor,3,1,NA,NA,small_yellow_napkin,distractor,4,4,NA,NA,big_yellow_napkin,distractor,2,2,NA,NA,small_yellow_napkin,distractor,1,5,NA,NA,1,1,0,pinkish ,,1455301419127,pinkish ,napkin,small,orange,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301441931,21,colorSizeTrial,size32,small_green_chair,target,4,4,NA,NA,big_red_chair,distractor,1,3,NA,NA,big_green_chair,distractor,3,2,NA,NA,big_green_chair,distractor,2,1,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301440143,smallest,chair,small,green,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301446863,22,colorSizeTrial,color44,big_pink_teacup,target,5,1,NA,NA,big_white_teacup,distractor,4,4,NA,NA,big_white_teacup,distractor,3,3,NA,NA,big_white_teacup,distractor,1,5,NA,NA,big_white_teacup,distractor,2,2,NA,NA,1,1,0,pink,,1455301445347,pink,teacup,big,pink,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301452633,23,colorSizeTrial,size43,big_green_framee,target,2,5,NA,NA,small_green_framee,distractor,4,2,NA,NA,small_green_framee,distractor,5,3,NA,NA,small_green_framee,distractor,1,1,NA,NA,small_pink_framee,distractor,3,4,NA,NA,1,1,0,largest,,1455301451647,largest,framee,big,green,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301457899,24,colorSizeTrial,size44,small_purple_coathanger,target,5,1,NA,NA,big_purple_coathanger,distractor,4,2,NA,NA,big_purple_coathanger,distractor,1,5,NA,NA,big_purple_coathanger,distractor,2,4,NA,NA,big_purple_coathanger,distractor,3,3,NA,NA,1,1,0,smallest,,1455301456823,smallest,coathanger,small,purple,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301466098,25,colorSizeTrial,color31,big_black_comb,target,1,4,NA,NA,small_blue_comb,distractor,3,1,NA,NA,small_blue_comb,distractor,2,2,NA,NA,big_blue_comb,distractor,4,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,darkest,,1455301462449,darkest,comb,big,black,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301476041,27,colorSizeTrial,color41,small_orange_billiardball,target,4,1,NA,NA,small_purple_billiardball,distractor,2,4,NA,NA,big_purple_billiardball,distractor,5,2,NA,NA,big_purple_billiardball,distractor,3,3,NA,NA,big_purple_billiardball,distractor,1,5,NA,NA,1,1,0,red,,1455301474475,red,billiardball,small,orange,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301481817,28,colorSizeTrial,size22,small_blue_toothbrush,target,2,3,NA,NA,big_blue_toothbrush,distractor,3,4,NA,NA,big_blue_toothbrush,distractor,4,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301480404,smallest,toothbrush,small,blue,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301486840,29,colorSizeTrial,size33,small_brown_belt,target,4,3,NA,NA,big_brown_belt,distractor,2,2,NA,NA,big_brown_belt,distractor,3,1,NA,NA,big_brown_belt,distractor,1,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301485583,smallest,belt,small,brown,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301493190,30,colorSizeTrial,size44,big_purple_hairdryer,target,1,3,NA,NA,small_purple_hairdryer,distractor,2,2,NA,NA,small_purple_hairdryer,distractor,5,5,NA,NA,small_purple_hairdryer,distractor,3,4,NA,NA,small_purple_hairdryer,distractor,4,1,NA,NA,1,1,0,biggest,,1455301491302,biggest,hairdryer,big,purple,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301498144,31,colorSizeTrial,color43,big_orange_cap,target,4,3,NA,NA,big_blue_cap,distractor,2,5,NA,NA,big_blue_cap,distractor,1,2,NA,NA,small_blue_cap,distractor,5,1,NA,NA,big_blue_cap,distractor,3,4,NA,NA,1,1,0,orange,,1455301496921,orange,cap,big,orange,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301505159,32,colorSizeTrial,size32,big_purple_stapler,target,2,2,NA,NA,small_red_stapler,distractor,3,4,NA,NA,small_purple_stapler,distractor,4,1,NA,NA,small_purple_stapler,distractor,1,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,biggest,,1455301503255,biggest,stapler,big,purple,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301525617,35,colorSizeTrial,size21,small_red_bike,target,4,3,NA,NA,big_purple_bike,distractor,2,2,NA,NA,big_red_bike,distractor,3,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301523494,smallest,bike,small,red,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301530830,36,colorSizeTrial,color32,small_purple_flower,target,1,1,NA,NA,big_red_flower,distractor,2,3,NA,NA,small_red_flower,distractor,3,2,NA,NA,small_red_flower,distractor,4,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,purple,,1455301529445,purple,flower,small,purple,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301568159,43,colorSizeTrial,size42,big_blue_candle,target,2,2,NA,NA,small_red_candle,distractor,3,3,NA,NA,small_blue_candle,distractor,1,4,NA,NA,small_red_candle,distractor,5,5,NA,NA,small_blue_candle,distractor,4,1,NA,NA,1,1,0,biggest,,1455301566363,biggest,candle,big,blue,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301619474,52,colorSizeTrial,color21,small_purple_rock,target,3,4,NA,NA,small_green_rock,distractor,4,3,NA,NA,big_green_rock,distractor,2,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,purple,,1455301618066,purple,rock,small,purple,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301623482,53,colorSizeTrial,color31,big_red_yarn,target,3,4,NA,NA,small_purple_yarn,distractor,2,2,NA,NA,small_purple_yarn,distractor,1,1,NA,NA,big_purple_yarn,distractor,4,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,red,,1455301622403,red,yarn,big,red,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301633874,55,colorSizeTrial,color42,small_green_pepper,target,1,2,NA,NA,big_red_pepper,distractor,3,4,NA,NA,big_red_pepper,distractor,4,1,NA,NA,small_red_pepper,distractor,2,5,NA,NA,small_red_pepper,distractor,5,3,NA,NA,1,1,0,green,,1455301631654,green,pepper,small,green,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301650674,58,colorSizeTrial,size22,small_purple_bracelet,target,4,4,NA,NA,big_purple_bracelet,distractor,2,2,NA,NA,big_purple_bracelet,distractor,3,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,small,,1455301649279,small,bracelet,small,purple,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301662993,60,colorSizeTrial,size41,big_blue_binder,target,3,5,NA,NA,small_green_binder,distractor,5,2,NA,NA,small_green_binder,distractor,4,4,NA,NA,small_green_binder,distractor,2,1,NA,NA,small_blue_binder,distractor,1,3,NA,NA,1,1,0,big blue,,1455301661203,big blue,binder,big,blue,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301678749,63,colorSizeTrial,size21,big_orange_cushion,target,2,4,NA,NA,small_blue_cushion,distractor,3,2,NA,NA,small_orange_cushion,distractor,4,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,biggest,,1455301676877,biggest,cushion,big,orange,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301684886,64,colorSizeTrial,color33,big_white_phone,target,1,4,NA,NA,big_pink_phone,distractor,4,3,NA,NA,big_pink_phone,distractor,2,1,NA,NA,big_pink_phone,distractor,3,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,white,,1455301683512,white,phone,big,white,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301689784,65,colorSizeTrial,color22,small_white_shoe,target,4,3,NA,NA,small_yellow_shoe,distractor,3,2,NA,NA,small_yellow_shoe,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,white,,1455301688539,white,shoe,small,white,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301694241,66,colorSizeTrial,color21,big_red_bucket,target,3,3,NA,NA,small_pink_bucket,distractor,2,4,NA,NA,big_pink_bucket,distractor,4,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,red,,1455301692642,red,bucket,big,red,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301709858,69,colorSizeTrial,color33,small_black_book,target,4,3,NA,NA,small_blue_book,distractor,2,4,NA,NA,small_blue_book,distractor,3,1,NA,NA,small_blue_book,distractor,1,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,black,,1455301708197,black,book,small,black,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301717842,70,colorSizeTrial,size43,big_purple_butterfly,target,1,4,NA,NA,small_purple_butterfly,distractor,3,2,NA,NA,small_purple_butterfly,distractor,4,1,NA,NA,small_blue_butterfly,distractor,5,3,NA,NA,small_purple_butterfly,distractor,2,5,NA,NA,1,1,0,biggest,,1455301714406,biggest,butterfly,big,purple,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5222-f,1455301725570,71,colorSizeTrial,size42,big_brown_jacket,target,2,4,NA,NA,small_brown_jacket,distractor,4,2,NA,NA,small_brown_jacket,distractor,3,1,NA,NA,small_green_jacket,distractor,5,5,NA,NA,small_green_jacket,distractor,1,3,NA,NA,1,1,0,biggest,,1455301723012,biggest,jacket,big,brown,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301307975,4,colorSizeTrial,size43,big_black_avocado,target,4,2,NA,NA,small_black_avocado,distractor,2,5,NA,NA,small_green_avocado,distractor,3,4,NA,NA,small_black_avocado,distractor,1,1,NA,NA,small_black_avocado,distractor,5,3,NA,NA,1,1,0,big black one,,1455301305387,big black one,avocado,big,black,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
8691-9,1455301328225,6,colorSizeTrial,size44,small_white_phone,target,5,4,NA,NA,big_white_phone,distractor,2,3,NA,NA,big_white_phone,distractor,4,1,NA,NA,big_white_phone,distractor,1,2,NA,NA,big_white_phone,distractor,3,5,NA,NA,1,1,0,smallest phone,,1455301321628,smallest phone,phone,small,white,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301339719,8,colorSizeTrial,color32,big_green_chair,target,3,4,NA,NA,big_red_chair,distractor,2,1,NA,NA,big_red_chair,distractor,1,2,NA,NA,small_red_chair,distractor,4,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,green,,1455301338258,green,chair,big,green,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301347825,9,colorSizeTrial,size31,big_purple_coathanger,target,4,2,NA,NA,small_orange_coathanger,distractor,3,3,NA,NA,small_purple_coathanger,distractor,1,1,NA,NA,small_orange_coathanger,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,big purple,,1455301345682,big purple,coathanger,big,purple,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301377885,13,colorSizeTrial,size33,small_brown_turtle,target,1,3,NA,NA,big_brown_turtle,distractor,4,4,NA,NA,big_brown_turtle,distractor,2,1,NA,NA,big_brown_turtle,distractor,3,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301376044,smallest,turtle,small,brown,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301397669,15,colorSizeTrial,size21,small_red_yarn,target,4,4,NA,NA,big_red_yarn,distractor,3,3,NA,NA,big_purple_yarn,distractor,2,2,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,small red,,1455301391711,small red,yarn,small,red,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301411497,17,colorSizeTrial,size22,small_red_bike,target,2,2,NA,NA,big_red_bike,distractor,4,4,NA,NA,big_red_bike,distractor,3,3,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,smallest,,1455301409838,smallest,bike,small,red,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301419774,18,colorSizeTrial,color22,big_blue_toothbrush,target,4,2,NA,NA,big_red_toothbrush,distractor,3,3,NA,NA,big_red_toothbrush,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,blue,,1455301414439,blue,toothbrush,big,blue,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301431851,20,colorSizeTrial,color21,big_red_stapler,target,4,2,NA,NA,small_purple_stapler,distractor,3,3,NA,NA,big_purple_stapler,distractor,2,4,NA,NA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,0,red,,1455301429185,red,stapler,big,red,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301438427,21,colorSizeTrial,color43,small_brown_belt,target,5,1,NA,NA,small_black_belt,distractor,3,2,NA,NA,big_black_belt,distractor,2,3,NA,NA,small_black_belt,distractor,1,4,NA,NA,small_black_belt,distractor,4,5,NA,NA,1,1,0,brown,,1455301436251,brown,belt,small,brown,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301445524,22,colorSizeTrial,size42,big_orange_napkin,target,5,2,NA,NA,small_orange_napkin,distractor,1,5,NA,NA,small_yellow_napkin,distractor,3,1,NA,NA,small_yellow_napkin,distractor,4,3,NA,NA,small_orange_napkin,distractor,2,4,NA,NA,1,1,0,largest,,1455301443009,largest,napkin,big,orange,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301471314,25,colorSizeTrial,size44,big_pink_weddingcake,target,5,4,NA,NA,small_pink_weddingcake,distractor,2,5,NA,NA,small_pink_weddingcake,distractor,1,3,NA,NA,small_pink_weddingcake,distractor,4,1,NA,NA,small_pink_weddingcake,distractor,3,2,NA,NA,1,1,0,largest,,1455301469428,largest,weddingcake,big,pink,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8691-9,1455301480041,26,colorSizeTrial,color42,small_orange_cap,target,3,5,NA,NA,small_blue_cap,distractor,1,1,NA,NA,big_blue_cap,distractor,5,4,NA,NA,big_blue_cap,distractor,2,3,NA,NA,small_blue_cap,distractor,4,2,NA,NA,1,1,0,yellow,,1455301475617,yellow,cap,small,orange,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
